Simpoints,Weight,ICACHE_FILL_CORRECT_REQ_BY_ON_FDIP_HIT_BY_DEMAND_LOAD_val,ICACHE_FILL_CORRECT_REQ_BY_ON_FDIP_HIT_BY_DEMAND_LOAD_w_val,ICACHE_FILL_CORRECT_REQ_BY_OFF_FDIP_HIT_BY_DEMAND_LOAD_val,ICACHE_FILL_CORRECT_REQ_BY_OFF_FDIP_HIT_BY_DEMAND_LOAD_w_val
2766,217.447,2937,638641.839,0,0.0
2298,16.1495,0,0.0,0,0.0
2235,73.9095,22,1626.0089999999998,0,0.0
562,151.883,1441,218863.40300000002,0,0.0
2322,74.3347,22,1635.3634,0,0.0
533,77.6496,741,57538.3536,0,0.0
655,136.191,64,8716.224,0,0.0
414,208.958,6907,1443272.906,2,417.916
253,149.505,6482,969091.4099999999,0,0.0
853,129.616,49,6351.184000000001,0,0.0
907,262.418,1401,367647.618,0,0.0
1114,12.9007,17,219.3119,0,0.0
939,1055.11,14605,15409881.549999999,2,2110.22
2606,11.2554,30,337.662,0,0.0
2837,150.956,4251,641713.956,0,0.0
1793,150.359,18,2706.462,0,0.0
1046,85.9267,7252,623140.4284,0,0.0
554,46.3771,275,12753.7025,0,0.0
1970,47.9169,4362,209013.5178,0,0.0

weighted_avg,NA,NA,20613150.9006,NA,2528.136
weighted_%,NA,NA,0.9998773682886937,NA,0.0001226317113063159
weighted_total,20615679.0366
