Simpoints,Weight,CBR_CORRECT_val,CBR_CORRECT_w_val,CBR_CORRECT_BTB_MISS_NT_NT_val,CBR_CORRECT_BTB_MISS_NT_NT_w_val,CBR_RECOVER_MISPREDICT_val,CBR_RECOVER_MISPREDICT_w_val,CBR_RECOVER_MISFETCH_val,CBR_RECOVER_MISFETCH_w_val,CBR_RECOVER_BTB_MISS_T_T_val,CBR_RECOVER_BTB_MISS_T_T_w_val,CBR_RECOVER_BTB_MISS_T_NT_val,CBR_RECOVER_BTB_MISS_T_NT_w_val,CBR_RECOVER_BTB_MISS_NT_T_val,CBR_RECOVER_BTB_MISS_NT_T_w_val
2264,44.9546,1067878,48006028.3388,373779,16803085.4334,32517,1461788.7282,1,44.9546,166,7462.4636,589,26478.2594,1043,46887.6478
812,334.908,809434,271085922.072,663936,222357477.888,4158,1392547.4640000002,0,0.0,3804,1273990.0320000001,36,12056.688,15,5023.62
1358,97.2156,1149085,111708987.726,448961,43646012.9916,13894,1350713.5463999999,0,0.0,6707,652025.0292,456,44330.313599999994,415,40344.473999999995
1778,40.8635,7786919,318200764.5565,200362,8187492.587,5353,218742.3155,0,0.0,0,0.0,7,286.0445,6,245.181
828,45.4532,1768262,80373166.3384,256778,11671381.7896,65778,2989820.5896,0,0.0,26,1181.7832,76,3454.4432,126,5727.1032000000005
2213,8.07837,1096206,8855557.66422,109085,881228.99145,10175,82197.41475,0,0.0,2,16.15674,23,185.80250999999998,50,403.9185
1726,65.5195,1302418,85333776.151,292005,19132021.597499996,4020,263388.38999999996,0,0.0,0,0.0,26,1703.5069999999998,0,0.0
2054,37.2896,872427,32532453.8592,652942,24347946.0032,2641,98481.8336,0,0.0,10,372.896,29,1081.3984,240,8949.504
1903,16.1097,901389,14521106.373300001,224148,3610957.0356,641,10326.3177,0,0.0,1,16.1097,2,32.2194,13,209.4261
509,133.977,1170491,156818872.70700002,858662,115040958.774,7647,1024522.1190000001,0,0.0,178,23847.906,86,11522.022,26,3483.402
1751,10.0901,1042443,10518354.1143,700501,7068125.1400999995,1670,16850.467,0,0.0,0,0.0,5,50.4505,0,0.0
62,40.4224,716422,28959496.6528,508409,20551111.961600002,8098,327340.59520000004,0,0.0,6,242.5344,79,3193.3696000000004,110,4446.464
2151,40.7196,1141231,46470469.8276,563964,22964388.4944,50897,2072505.4812,0,0.0,28,1140.1488,170,6922.332,225,9161.91
239,98.774,862979,85239887.746,587726,58052047.924,2252,222439.048,0,0.0,0,0.0,13,1284.062,3,296.322
1893,44.3029,649879,28791524.3491,903273,40017613.3917,1018,45100.3522,0,0.0,0,0.0,3,132.9087,2,88.6058
1305,111.513,902891,100684084.083,515112,57441684.456,19003,2119081.539,0,0.0,8684,968378.892,603,67242.339,498,55533.474
1673,34.2884,584427,20039066.7468,284774,9764444.821600001,5670,194415.228,0,0.0,0,0.0,16,548.6144,9,308.59560000000005
492,45.4197,1243413,56475445.4361,648491,29454266.6727,12482,566928.6954,0,0.0,404,18349.5588,112,5087.0064,32,1453.4304
2249,320.874,1067635,342576312.99,391087,125489650.038,40756,13077540.744,0,0.0,8916,2860912.5840000003,919,294883.206,896,287503.10400000005
264,17.7912,904003,16083298.1736,886235,15767184.132,48336,859955.4432,0,0.0,74,1316.5488,136,2419.6032,193,3433.7016
2123,26.1783,1111083,29086264.0989,703853,18425674.9899,48362,1266034.9446,1,26.1783,0,0.0,10,261.783,0,0.0
116,27.1629,1686390,45807242.931,708229,19237553.5041,20770,564173.433,0,0.0,3,81.4887,63,1711.2627,19,516.0951
1159,18.1708,1251430,22739484.244,312256,5673941.3248,17675,321168.89,0,0.0,29,526.9532,164,2980.0112,255,4633.554
1270,263.009,900582,236861171.238,468774,123291780.966,60347,15871804.123000002,0,0.0,2686,706442.174,5113,1344765.017,4783,1257972.047
2165,28.2044,1538702,43398166.6888,210594,5939677.4136,1025,28909.51,0,0.0,0,0.0,0,0.0,4,112.8176
1152,171.372,1016381,174179244.73200002,232208,39793949.376,21537,3690838.7640000004,0,0.0,0,0.0,80,13709.760000000002,40,6854.880000000001
792,79.0312,741003,58562356.2936,746786,59019393.7232,1226,96892.2512,0,0.0,0,0.0,1,79.0312,0,0.0
1979,51.6033,1627121,83964813.0993,153560,7924202.748,8445,435789.8685,0,0.0,6,309.6198,45,2322.1485,8,412.8264
2185,56.1164,1603749,89996620.3836,264157,14823539.8748,99984,5610742.1376,0,0.0,2,112.2328,88,4938.2432,43,2413.0052

weighted_avg,NA,NA,2647869939.6149197,NA,1146378794.04385,NA,56281040.233849995,NA,71.1329,NA,6516725.111740001,NA,1853661.84661,NA,1746415.1092999997
weighted_%,NA,NA,0.685861769195739,NA,0.2969395800330504,NA,0.014578138166627128,NA,1.8425125763208272e-08,NA,0.0016879879738920666,NA,0.0004801428403207254,NA,0.0004523633652447688
weighted_total,3860646647.09317
